x,y,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,SNOW_ON_GROUND_FLAG,LOCAL_DATE,TOTAL_PRECIPITATION,MIN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,COOLING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,LOCAL_MONTH,TOTAL_SNOW_FLAG,TOTAL_RAIN,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,PROVINCE_CODE,MIN_TEMPERATURE,CLIMATE_IDENTIFIER,LOCAL_DAY,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,STATION_NAME,TOTAL_SNOW,MAX_TEMPERATURE,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG
-114.0133333,51.1225,,2020,3031092.2020.7.15,,2020-07-15 0:00,0.3,,29,,,,17.9,,,,0,7,,0.3,79,,,,AB,12.6,3031092,15,35,0.1,CALGARY INTL A,0,23.1,36,
-114.0133333,51.1225,,2020,3031092.2020.7.16,,2020-07-16 0:00,0,,36,,T,,19.7,,,,1.7,7,,0,85,,,T,AB,11.6,3031092,16,55,0,CALGARY INTL A,0,27.7,24,
-114.0133333,51.1225,,2020,3031092.2020.7.17,,2020-07-17 0:00,4.2,,1,,,,16.6,,,,0,7,,4.2,86,,,,AB,11,3031092,17,55,1.4,CALGARY INTL A,0,22.1,43,
-114.0133333,51.1225,,2020,3031092.2020.7.18,,2020-07-18 0:00,0,,9,,,,16.5,,,,0,7,,0,81,,,,AB,10.8,3031092,18,32,1.5,CALGARY INTL A,0,22.1,35,
-114.0133333,51.1225,,2020,3031092.2020.7.19,,2020-07-19 0:00,3.7,,5,,,,17,,,,0,7,,3.7,87,,,,AB,12.6,3031092,19,41,1,CALGARY INTL A,0,21.3,56,
-114.0133333,51.1225,,2020,3031092.2020.7.20,,2020-07-20 0:00,0,,15,,,,16.7,,,,0,7,,0,82,,,,AB,10.8,3031092,20,32,1.3,CALGARY INTL A,0,22.6,43,
-114.0133333,51.1225,,2020,3031092.2020.7.21,,2020-07-21 0:00,0,,14,,,,18.9,,,,0.9,7,,0,88,,,,AB,11.9,3031092,21,33,0,CALGARY INTL A,0,25.8,39,
-114.0133333,51.1225,,2020,3031092.2020.7.22,,2020-07-22 0:00,0,,35,,T,,19.4,,,,1.4,7,,0,89,,,T,AB,14.8,3031092,22,33,0,CALGARY INTL A,0,23.9,60,
-114.0133333,51.1225,,2020,3031092.2020.7.23,,2020-07-23 0:00,24.9,,3,,,,17.6,,,,0,7,,24.9,91,,,,AB,12.9,3031092,23,71,0.4,CALGARY INTL A,0,22.3,66,
-114.0133333,51.1225,,2020,3031092.2020.7.24,,2020-07-24 0:00,4.4,,9,,,M,14.2,,,,0,7,,4.4,93,,,,AB,9.7,3031092,24,,3.8,CALGARY INTL A,0,18.7,65,
-114.0133333,51.1225,,2020,3031092.2020.7.25,,2020-07-25 0:00,0,,,,,M,13.9,M,,,0,7,,0,84,,,,AB,7.3,3031092,25,,4.1,CALGARY INTL A,0,20.5,40,
-114.0133333,51.1225,,2020,3031092.2020.7.26,,2020-07-26 0:00,0,,,,,M,16.1,M,,,0,7,,0,83,,,,AB,9.2,3031092,26,,1.9,CALGARY INTL A,0,22.9,34,
-114.0133333,51.1225,,2020,3031092.2020.7.27,,2020-07-27 0:00,0,,15,,,,19,,,,1,7,,0,77,,,,AB,10.8,3031092,27,39,0,CALGARY INTL A,0,27.2,37,
-114.0133333,51.1225,,2020,3031092.2020.7.28,,2020-07-28 0:00,0,,,,,M,21.2,M,,,3.2,7,,0,87,,,,AB,12.9,3031092,28,,0,CALGARY INTL A,0,29.4,36,
-114.0133333,51.1225,,2020,3031092.2020.7.29,,2020-07-29 0:00,0,,34,,,,22.3,,,,4.3,7,,0,93,,,,AB,17.1,3031092,29,42,0,CALGARY INTL A,0,27.4,57,
-114.0133333,51.1225,,2020,3031092.2020.7.30,,2020-07-30 0:00,0,,11,,,,21.3,,,,3.3,7,,0,95,,,,AB,15.9,3031092,30,39,0,CALGARY INTL A,0,26.7,49,
-114.0133333,51.1225,,2020,3031092.2020.7.31,,2020-07-31 0:00,0,,14,,,,22.3,,,,4.3,7,,0,87,,,,AB,17.5,3031092,31,41,0,CALGARY INTL A,0,27,56,
-114.0133333,51.1225,,2020,3031092.2020.8.1,,2020-08-01 0:00,1.6,,29,,,,21.8,,,,3.8,8,,1.6,78,,,,AB,15.5,3031092,1,58,0,CALGARY INTL A,0,28.1,44,
-114.0133333,51.1225,,2020,3031092.2020.8.2,,2020-08-02 0:00,0,,15,,,,21.2,,,,3.2,8,,0,88,,,,AB,14.1,3031092,2,35,0,CALGARY INTL A,0,28.2,43,
-114.0133333,51.1225,,2020,3031092.2020.8.3,,2020-08-03 0:00,0,,34,,T,,21.9,,,,3.9,8,,0,85,,,T,AB,15.1,3031092,3,72,0,CALGARY INTL A,0,28.6,17,
-114.0133333,51.1225,,2020,3031092.2020.8.4,,2020-08-04 0:00,0,,11,,,,18.2,,,,0.2,8,,0,81,,,,AB,10.7,3031092,4,32,0,CALGARY INTL A,0,25.6,32,
-114.0133333,51.1225,,2020,3031092.2020.8.5,,2020-08-05 0:00,0,,14,,,,20.8,,,,2.8,8,,0,81,,,,AB,12.2,3031092,5,41,0,CALGARY INTL A,0,29.3,26,
-114.0133333,51.1225,,2020,3031092.2020.8.6,,2020-08-06 0:00,0,,23,,,,21.1,,,,3.1,8,,0,77,,,,AB,12.9,3031092,6,52,0,CALGARY INTL A,0,29.2,22,
-114.0133333,51.1225,,2020,3031092.2020.8.7,,2020-08-07 0:00,10.8,,34,,,,15.3,,,,0,8,,10.8,91,,,,AB,9.2,3031092,7,61,2.7,CALGARY INTL A,0,21.3,23,
-114.0133333,51.1225,,2020,3031092.2020.8.8,,2020-08-08 0:00,0.2,,2,,,,16.4,,,,0,8,,0.2,66,,,,AB,10.1,3031092,8,59,1.6,CALGARY INTL A,0,22.6,30,
-114.0133333,51.1225,,2020,3031092.2020.8.9,,2020-08-09 0:00,0,,33,,,,13.3,,,,0,8,,0,83,,,,AB,5,3031092,9,42,4.7,CALGARY INTL A,0,21.5,18,
-114.0133333,51.1225,,2020,3031092.2020.8.10,,2020-08-10 0:00,0,,29,,,,20.2,,,,2.2,8,,0,77,,,,AB,13.9,3031092,10,46,0,CALGARY INTL A,0,26.5,19,
-114.0133333,51.1225,,2020,3031092.2020.8.11,,2020-08-11 0:00,0,,15,,,,15.5,,,,0,8,,0,84,,,,AB,8.5,3031092,11,46,2.5,CALGARY INTL A,0,22.5,34,
-114.0133333,51.1225,,2020,3031092.2020.8.12,,2020-08-12 0:00,0,,35,,T,,13.9,,,,0,8,,0,86,,,T,AB,8.7,3031092,12,48,4.1,CALGARY INTL A,0,19,40,
-114.0133333,51.1225,,2020,3031092.2020.8.13,,2020-08-13 0:00,0,,29,,,,14.6,,,,0,8,,0,79,,,,AB,6.9,3031092,13,46,3.4,CALGARY INTL A,0,22.2,19,
-114.0133333,51.1225,M,2020,3031092.2020.8.14,,2020-08-14 0:00,0,M,28,M,,,,,,M,,8,,0,,M,M,,AB,,3031092,14,54,,CALGARY INTL A,0,,,M
-114.0133333,51.1225,,2020,3031092.2020.8.15,,2020-08-15 0:00,0,,6,,,,19.8,,,,1.8,8,,0,74,,,,AB,11.6,3031092,15,35,0,CALGARY INTL A,0,27.9,31,
-114.0133333,51.1225,,2020,3031092.2020.8.16,,2020-08-16 0:00,0,,16,,,,20.9,,,,2.9,8,,0,82,,,,AB,10.6,3031092,16,37,0,CALGARY INTL A,0,31.1,17,
-114.0133333,51.1225,,2020,3031092.2020.8.17,,2020-08-17 0:00,0,,36,,T,,23.6,,,,5.6,8,,0,55,,,T,AB,14.5,3031092,17,71,0,CALGARY INTL A,0,32.7,19,
-114.0133333,51.1225,,2020,3031092.2020.8.18,,2020-08-18 0:00,0,,,M,,M,24.7,M,,,6.7,8,,0,,,,,AB,16,3031092,18,,0,CALGARY INTL A,0,33.4,,M
-114.0133333,51.1225,,2020,3031092.2020.8.19,,2020-08-19 0:00,0,,33,,,,20.5,,,,2.5,8,,0,75,,,,AB,14.9,3031092,19,42,0,CALGARY INTL A,0,26.1,35,
-114.0133333,51.1225,,2020,3031092.2020.8.20,,2020-08-20 0:00,0,,35,,,,20.4,,,,2.4,8,,0,82,,,,AB,15.4,3031092,20,32,0,CALGARY INTL A,0,25.4,41,
-114.0133333,51.1225,,2020,3031092.2020.8.21,,2020-08-21 0:00,0,,36,,,,19.4,,,,1.4,8,,0,90,,,,AB,10.7,3031092,21,37,0,CALGARY INTL A,0,28,28,
-114.0133333,51.1225,,2020,3031092.2020.8.22,,2020-08-22 0:00,0,,28,,T,,18.3,,,,0.3,8,,0,75,,,T,AB,12,3031092,22,59,0,CALGARY INTL A,0,24.6,18,
-114.0133333,51.1225,,2020,3031092.2020.8.23,,2020-08-23 0:00,0,,,,,M,16.3,M,,,0,8,,0,76,,,,AB,8.4,3031092,23,,1.7,CALGARY INTL A,0,24.2,28,
-114.0133333,51.1225,,2020,3031092.2020.8.24,,2020-08-24 0:00,0,,35,,,,20.3,,,,2.3,8,,0,73,,,,AB,11.2,3031092,24,81,0,CALGARY INTL A,0,29.3,17,
-114.0133333,51.1225,,2020,3031092.2020.8.25,,2020-08-25 0:00,0.4,,36,,,,17.1,,,,0,8,,0.4,78,,,,AB,10.8,3031092,25,37,0.9,CALGARY INTL A,0,23.3,33,
-114.0133333,51.1225,M,2020,3031092.2020.8.26,,2020-08-26 0:00,0,M,,M,,M,,M,,M,,8,,0,,M,M,,AB,,3031092,26,,,CALGARY INTL A,0,,,M
-114.0133333,51.1225,,2020,3031092.2020.8.27,,2020-08-27 0:00,0,,2,,,,14.6,,,,0,8,,0,88,,,,AB,9,3031092,27,32,3.4,CALGARY INTL A,0,20.2,42,
-114.0133333,51.1225,,2020,3031092.2020.8.28,,2020-08-28 0:00,0,,16,,,M,17.6,,,,0,8,,0,76,,,,AB,9,3031092,28,,0.4,CALGARY INTL A,0,26.1,22,
-114.0133333,51.1225,,2020,3031092.2020.8.29,,2020-08-29 0:00,0.8,,34,,,,14.4,,,,0,8,,0.8,82,,,,AB,9,3031092,29,63,3.6,CALGARY INTL A,0,19.8,35,
-114.0133333,51.1225,,2020,3031092.2020.8.30,,2020-08-30 0:00,1.2,,1,,,,12.7,,,,0,8,,1.2,80,,,,AB,6.8,3031092,30,37,5.3,CALGARY INTL A,0,18.6,28,
-114.0133333,51.1225,,2020,3031092.2020.8.31,,2020-08-31 0:00,0,,28,,,,13,,,,0,8,,0,74,,,,AB,5.8,3031092,31,52,5,CALGARY INTL A,0,20.2,26,
-114.0133333,51.1225,,2020,3031092.2020.9.1,,2020-09-01 0:00,0,,28,,T,,17.3,,,,0,9,,0,59,,,T,AB,10.9,3031092,1,50,0.7,CALGARY INTL A,0,23.7,30,
-114.0133333,51.1225,,2020,3031092.2020.9.2,,2020-09-02 0:00,0.4,,36,,,,14.3,,,,0,9,,0.4,88,,,,AB,9.5,3031092,2,72,3.7,CALGARY INTL A,0,19.1,46,
-114.0133333,51.1225,,2020,3031092.2020.9.3,,2020-09-03 0:00,0,,29,,,,14.7,,,,0,9,,0,83,,,,AB,4.6,3031092,3,48,3.3,CALGARY INTL A,0,24.7,26,
-114.0133333,51.1225,,2020,3031092.2020.9.4,,2020-09-04 0:00,0,,19,,,,17,,,,0,9,,0,81,,,,AB,6.4,3031092,4,32,1,CALGARY INTL A,0,27.5,24,
-114.0133333,51.1225,,2020,3031092.2020.9.5,,2020-09-05 0:00,0,,3,,,,20.2,,,,2.2,9,,0,74,,,,AB,11.3,3031092,5,52,0,CALGARY INTL A,0,29.1,23,
-114.0133333,51.1225,,2020,3031092.2020.9.6,,2020-09-06 0:00,8.9,,4,,,,10.3,,,,0,9,,8.9,94,,,,AB,5,3031092,6,46,7.7,CALGARY INTL A,0,15.6,66,
-114.0133333,51.1225,,2020,3031092.2020.9.7,,2020-09-07 0:00,11,,2,,,,6.7,,,,0,9,,11,93,,,,AB,2.5,3031092,7,55,11.3,CALGARY INTL A,0,10.9,47,
-114.0133333,51.1225,,2020,3031092.2020.9.8,,2020-09-08 0:00,0,,31,,,,10.8,,,,0,9,,0,88,,,,AB,1.1,3031092,8,48,7.2,CALGARY INTL A,0,20.4,28,
-114.0133333,51.1225,,2020,3031092.2020.9.9,,2020-09-09 0:00,0,,,,,M,14.5,M,,,0,9,,0,83,,,,AB,6,3031092,9,,3.5,CALGARY INTL A,0,22.9,31,
-114.0133333,51.1225,,2020,3031092.2020.9.10,,2020-09-10 0:00,0,,24,,,,16,,,,0,9,,0,80,,,,AB,6.9,3031092,10,32,2,CALGARY INTL A,0,25.1,24,
-114.0133333,51.1225,,2020,3031092.2020.9.11,,2020-09-11 0:00,0,,1,,,,18.7,,,,0.7,9,,0,83,,,,AB,8.3,3031092,11,55,0,CALGARY INTL A,0,29,17,
-114.0133333,51.1225,,2020,3031092.2020.9.12,,2020-09-12 0:00,0,,15,,,,13.5,,,,0,9,,0,90,,,,AB,8.8,3031092,12,46,4.5,CALGARY INTL A,0,18.2,55,
-114.0133333,51.1225,,2020,3031092.2020.9.13,,2020-09-13 0:00,0,,18,,,,11.3,,,,0,9,,0,92,,,,AB,7.2,3031092,13,35,6.7,CALGARY INTL A,0,15.4,52,
-114.0133333,51.1225,,2020,3031092.2020.9.14,,2020-09-14 0:00,0,,22,,T,,8.3,,,,0,9,,0,93,,,T,AB,6.8,3031092,14,41,9.7,CALGARY INTL A,0,9.8,75,
-114.0133333,51.1225,,2020,3031092.2020.9.15,,2020-09-15 0:00,0,,2,,,,9.3,,,,0,9,,0,86,,,,AB,7.1,3031092,15,32,8.7,CALGARY INTL A,0,11.4,69,
-114.0133333,51.1225,,2020,3031092.2020.9.16,,2020-09-16 0:00,0,,13,,,M,13.3,,,,0,9,,0,86,,,,AB,6.7,3031092,16,,4.7,CALGARY INTL A,0,19.9,43,
-114.0133333,51.1225,,2020,3031092.2020.9.17,,2020-09-17 0:00,0,,19,,,,13.6,,,,0,9,,0,89,,,,AB,5.4,3031092,17,37,4.4,CALGARY INTL A,0,21.7,34,
-114.0133333,51.1225,,2020,3031092.2020.9.18,,2020-09-18 0:00,0,,,,,M,13.5,M,,,0,9,,0,91,,,,AB,6.7,3031092,18,,4.5,CALGARY INTL A,0,20.2,48,
-114.0133333,51.1225,,2020,3031092.2020.9.19,,2020-09-19 0:00,0,,21,,T,,15.1,,,,0,9,,0,84,,,T,AB,10,3031092,19,52,2.9,CALGARY INTL A,0,20.1,37,
-114.0133333,51.1225,,2020,3031092.2020.9.20,,2020-09-20 0:00,0,,36,,,,13.9,,,,0,9,,0,76,,,,AB,8,3031092,20,37,4.1,CALGARY INTL A,0,19.8,40,
-114.0133333,51.1225,,2020,3031092.2020.9.21,,2020-09-21 0:00,0,,5,,,,13,,,,0,9,,0,82,,,,AB,4.7,3031092,21,32,5,CALGARY INTL A,0,21.2,25,
-114.0133333,51.1225,,2020,3031092.2020.9.22,,2020-09-22 0:00,0,,15,,,,10.8,,,,0,9,,0,86,,,,AB,4.6,3031092,22,39,7.2,CALGARY INTL A,0,16.9,43,
-114.0133333,51.1225,,2020,3031092.2020.9.23,,2020-09-23 0:00,0,,19,,,,12.8,,,,0,9,,0,91,,,,AB,3.3,3031092,23,35,5.2,CALGARY INTL A,0,22.3,29,
-114.0133333,51.1225,,2020,3031092.2020.9.24,,2020-09-24 0:00,0,,29,,,,14.8,,,,0,9,,0,57,,,,AB,9.9,3031092,24,84,3.2,CALGARY INTL A,0,19.6,21,
-114.0133333,51.1225,,2020,3031092.2020.9.25,,2020-09-25 0:00,0,,27,,,,11.1,,,,0,9,,0,56,,,,AB,6,3031092,25,37,6.9,CALGARY INTL A,0,16.1,29,
-114.0133333,51.1225,,2020,3031092.2020.9.26,,2020-09-26 0:00,0.2,,28,,,,11.3,,,,0,9,,0.2,73,,,,AB,6,3031092,26,54,6.7,CALGARY INTL A,0,16.6,21,
-114.0133333,51.1225,,2020,3031092.2020.9.27,,2020-09-27 0:00,0,,29,,,,11.6,,,,0,9,,0,43,,,,AB,6.5,3031092,27,46,6.4,CALGARY INTL A,0,16.7,20,
-114.0133333,51.1225,,2020,3031092.2020.9.28,,2020-09-28 0:00,0,,26,,,,14.8,,,,0,9,,0,60,,,,AB,7.6,3031092,28,58,3.2,CALGARY INTL A,0,22,28,
-114.0133333,51.1225,,2020,3031092.2020.9.29,,2020-09-29 0:00,0,,4,,,,13.2,,,,0,9,,0,74,,,,AB,8.1,3031092,29,46,4.8,CALGARY INTL A,0,18.3,39,
-114.0133333,51.1225,,2020,3031092.2020.9.30,,2020-09-30 0:00,0,,,,T,M,10.3,M,,,0,9,,0,66,,,T,AB,6.2,3031092,30,,7.7,CALGARY INTL A,0,14.4,37,
-114.0133333,51.1225,,2020,3031092.2020.10.1,,2020-10-01 0:00,0,,,,,M,13.8,M,,,0,10,,0,75,,,,AB,3.4,3031092,1,,4.2,CALGARY INTL A,0,24.2,24,
-114.0133333,51.1225,,2020,3031092.2020.10.2,,2020-10-02 0:00,0,,34,,,,13,,,,0,10,,0,80,,,,AB,5.8,3031092,2,32,5,CALGARY INTL A,0,20.1,38,
-114.0133333,51.1225,,2020,3031092.2020.10.3,,2020-10-03 0:00,0,,17,,,M,13.3,,,,0,10,,0,83,,,,AB,4,3031092,3,,4.7,CALGARY INTL A,0,22.6,30,
-114.0133333,51.1225,,2020,3031092.2020.10.4,,2020-10-04 0:00,0,,36,,,,16.3,,,,0,10,,0,89,,,,AB,9.2,3031092,4,42,1.7,CALGARY INTL A,0,23.4,28,
-114.0133333,51.1225,,2020,3031092.2020.10.5,,2020-10-05 0:00,0,,27,,,,14.1,,,,0,10,,0,94,,,,AB,4.7,3031092,5,55,3.9,CALGARY INTL A,0,23.4,25,
-114.0133333,51.1225,,2020,3031092.2020.10.6,,2020-10-06 0:00,0,,6,,,,12.5,,,,0,10,,0,73,,,,AB,6.9,3031092,6,46,5.5,CALGARY INTL A,0,18.1,38,
-114.0133333,51.1225,,2020,3031092.2020.10.7,,2020-10-07 0:00,0.6,,14,,,,10.7,,,,0,10,,0.6,76,,,,AB,5.6,3031092,7,35,7.3,CALGARY INTL A,0,15.8,34,
-114.0133333,51.1225,,2020,3031092.2020.10.8,,2020-10-08 0:00,0,,2,,T,,11.4,,,,0,10,,0,76,,,T,AB,4.8,3031092,8,50,6.6,CALGARY INTL A,0,17.9,43,
-114.0133333,51.1225,,2020,3031092.2020.10.9,,2020-10-09 0:00,0,,15,,,,7.9,,,,0,10,,0,94,,,,AB,3.3,3031092,9,46,10.1,CALGARY INTL A,0,12.4,60,
-114.0133333,51.1225,,2020,3031092.2020.10.10,,2020-10-10 0:00,0,,27,,,,15.5,,,,0,10,,0,57,,,,AB,9.9,3031092,10,74,2.5,CALGARY INTL A,0,21,27,
-114.0133333,51.1225,,2020,3031092.2020.10.11,,2020-10-11 0:00,0,,31,,,,7.3,,,,0,10,,0,73,,,,AB,1.4,3031092,11,55,10.7,CALGARY INTL A,0,13.1,20,
-114.0133333,51.1225,,2020,3031092.2020.10.12,,2020-10-12 0:00,2.1,,32,,,M,2.4,,,,0,10,T,2.1,96,,,,AB,-0.3,3031092,12,,15.6,CALGARY INTL A,0,5.1,46,
-114.0133333,51.1225,,2020,3031092.2020.10.13,T,2020-10-13 0:00,0,,13,,T,,0.8,,0,,0,10,T,0,97,,,,AB,-2.8,3031092,13,41,17.2,CALGARY INTL A,0,4.3,63,
-114.0133333,51.1225,,2020,3031092.2020.10.14,,2020-10-14 0:00,5.9,,27,,,,1.8,,4,,0,10,,0,96,,,,AB,-1.9,3031092,14,41,16.2,CALGARY INTL A,5.5,5.4,47,
-114.0133333,51.1225,,2020,3031092.2020.10.15,,2020-10-15 0:00,0,,34,,,,0.6,,,,0,10,,0,88,,,,AB,-3.8,3031092,15,46,17.4,CALGARY INTL A,0,5,51,
-114.0133333,51.1225,,2020,3031092.2020.10.16,E,2020-10-16 0:00,1.5,,1,,,,0.1,,3,,0,10,,0,94,,,,AB,-3.8,3031092,16,41,17.9,CALGARY INTL A,3.2,3.9,68,
-114.0133333,51.1225,,2020,3031092.2020.10.17,,2020-10-17 0:00,0.2,,35,,,,-5.8,,4,,0,10,,0,83,,,,AB,-8.2,3031092,17,39,23.8,CALGARY INTL A,0.4,-3.3,60,
-114.0133333,51.1225,,2020,3031092.2020.10.18,,2020-10-18 0:00,0.6,,,,,M,-7.6,M,2,,0,10,,0,90,,,,AB,-8.8,3031092,18,,25.6,CALGARY INTL A,0.6,-6.3,73,
-114.0133333,51.1225,,2020,3031092.2020.10.19,,2020-10-19 0:00,1.8,,1,,,,-4.3,,3,,0,10,,0,94,,,,AB,-8,3031092,19,50,22.3,CALGARY INTL A,2.2,-0.5,82,
-114.0133333,51.1225,,2020,3031092.2020.10.20,,2020-10-20 0:00,0.6,,35,,,,-1.4,,4,,0,10,,0,88,,,,AB,-4.6,3031092,20,48,19.4,CALGARY INTL A,0.6,1.9,57,
-114.0133333,51.1225,,2020,3031092.2020.10.21,,2020-10-21 0:00,2.2,,2,,,,-5.9,,4,,0,10,,0,94,,,,AB,-9.1,3031092,21,46,23.9,CALGARY INTL A,2.6,-2.6,73,
-114.0133333,51.1225,,2020,3031092.2020.10.22,E,2020-10-22 0:00,0.8,,,,,M,-9.1,M,5,,0,10,,0,87,,,,AB,-10,3031092,22,,27.1,CALGARY INTL A,2.4,-8.1,73,
-114.0133333,51.1225,,2020,3031092.2020.10.23,,2020-10-23 0:00,4.4,,8,,,,-10.4,,6,,0,10,,0,88,,,,AB,-11.8,3031092,23,33,28.4,CALGARY INTL A,7.6,-9,81,
-114.0133333,51.1225,,2020,3031092.2020.10.24,,2020-10-24 0:00,0.4,,,,,M,-12.1,M,11,,0,10,,0,88,,,,AB,-14.3,3031092,24,,30.1,CALGARY INTL A,1.2,-9.8,53,
-114.0133333,51.1225,,2020,3031092.2020.10.25,,2020-10-25 0:00,0,,,,,M,-9.5,M,12,,0,10,,0,80,,,,AB,-18.4,3031092,25,,27.5,CALGARY INTL A,0,-0.5,37,
-114.0133333,51.1225,,2020,3031092.2020.10.26,,2020-10-26 0:00,0,,22,,,,-0.3,,10,,0,10,,0,68,,,,AB,-3.9,3031092,26,32,18.3,CALGARY INTL A,0,3.4,49,
-114.0133333,51.1225,,2020,3031092.2020.10.27,,2020-10-27 0:00,0,,27,,,,7.9,,5,,0,10,,0,86,,,,AB,2,3031092,27,63,10.1,CALGARY INTL A,0,13.7,36,
-114.0133333,51.1225,,2020,3031092.2020.10.28,T,2020-10-28 0:00,2,,18,,,M,2.1,,0,,0,10,,0,97,,,,AB,0.1,3031092,28,,15.9,CALGARY INTL A,1.6,4,79,
-114.0133333,51.1225,,2020,3031092.2020.10.29,,2020-10-29 0:00,0.6,,1,,,,2.3,,,,0,10,,0.6,96,,,,AB,-1.7,3031092,29,46,15.7,CALGARY INTL A,0,6.3,63,
-114.0133333,51.1225,,2020,3031092.2020.10.30,,2020-10-30 0:00,0,,30,,T,,5.6,,,,0,10,,0,98,,,T,AB,-2.3,3031092,30,67,12.4,CALGARY INTL A,0,13.5,29,
-114.0133333,51.1225,,2020,3031092.2020.10.31,,2020-10-31 0:00,0,,35,,,,3.4,,,,0,10,,0,83,,,,AB,-3.4,3031092,31,50,14.6,CALGARY INTL A,0,10.1,18,
-114.0133333,51.1225,,2020,3031092.2020.11.1,,2020-11-01 0:00,0,,28,,,,8.3,,,,0,11,,0,56,,,,AB,-0.8,3031092,1,61,9.7,CALGARY INTL A,0,17.3,26,
-114.0133333,51.1225,,2020,3031092.2020.11.2,,2020-11-02 0:00,0,,25,,,,14.1,,,,0,11,,0,59,,,,AB,5,3031092,2,52,3.9,CALGARY INTL A,0,23.1,12,
